pair_id,repo,sha,file_path,pair_stem,before_path,after_path,patch_path,test_label,match_status,file_status,macro_primary_old,macro_all_old,patch_lines_file_old
narwhals-dev__narwhals__bfce451d7c7b3e519b4ec8223de47df7d9aca639__010,narwhals-dev/narwhals,bfce451d7c7b3e519b4ec8223de47df7d9aca639,tests/translate/narwhalify_test.py,tests__translate__narwhalify_test.py,second_isolated_migrations_artifacts/narwhals-dev__narwhals/bfce451d7c7b3e519b4ec8223de47df7d9aca639/tests__translate__narwhalify_test.py.before.py,second_isolated_migrations_artifacts/narwhals-dev__narwhals/bfce451d7c7b3e519b4ec8223de47df7d9aca639/tests__translate__narwhalify_test.py.after.py,second_isolated_migrations_artifacts/narwhals-dev__narwhals/bfce451d7c7b3e519b4ec8223de47df7d9aca639/tests__translate__narwhalify_test.py.patch,Yes,exact_match,complete,Other / Manual,Other / Manual,107
narwhals-dev__narwhals__bfce451d7c7b3e519b4ec8223de47df7d9aca639__011,narwhals-dev/narwhals,bfce451d7c7b3e519b4ec8223de47df7d9aca639,tests/translate/stable_narwhalify_test.py,tests__translate__stable_narwhalify_test.py,second_isolated_migrations_artifacts/narwhals-dev__narwhals/bfce451d7c7b3e519b4ec8223de47df7d9aca639/tests__translate__stable_narwhalify_test.py.before.py,second_isolated_migrations_artifacts/narwhals-dev__narwhals/bfce451d7c7b3e519b4ec8223de47df7d9aca639/tests__translate__stable_narwhalify_test.py.after.py,second_isolated_migrations_artifacts/narwhals-dev__narwhals/bfce451d7c7b3e519b4ec8223de47df7d9aca639/tests__translate__stable_narwhalify_test.py.patch,Yes,exact_match,complete,Other / Manual,Other / Manual,107
narwhals-dev__narwhals__d2d55da6c07b4aafdd4f8f9f0c466bc5ddcc90c0__001,narwhals-dev/narwhals,d2d55da6c07b4aafdd4f8f9f0c466bc5ddcc90c0,tests/frame/invalid_test.py,tests__frame__invalid_test.py,second_isolated_migrations_artifacts/narwhals-dev__narwhals/d2d55da6c07b4aafdd4f8f9f0c466bc5ddcc90c0/tests__frame__invalid_test.py.before.py,second_isolated_migrations_artifacts/narwhals-dev__narwhals/d2d55da6c07b4aafdd4f8f9f0c466bc5ddcc90c0/tests__frame__invalid_test.py.after.py,second_isolated_migrations_artifacts/narwhals-dev__narwhals/d2d55da6c07b4aafdd4f8f9f0c466bc5ddcc90c0/tests__frame__invalid_test.py.patch,Yes,exact_match,complete,Other / Manual,Other / Manual,29
narwhals-dev__narwhals__d2d55da6c07b4aafdd4f8f9f0c466bc5ddcc90c0__002,narwhals-dev/narwhals,d2d55da6c07b4aafdd4f8f9f0c466bc5ddcc90c0,tests/hypothesis/basic_arithmetic_test.py,tests__hypothesis__basic_arithmetic_test.py,second_isolated_migrations_artifacts/narwhals-dev__narwhals/d2d55da6c07b4aafdd4f8f9f0c466bc5ddcc90c0/tests__hypothesis__basic_arithmetic_test.py.before.py,second_isolated_migrations_artifacts/narwhals-dev__narwhals/d2d55da6c07b4aafdd4f8f9f0c466bc5ddcc90c0/tests__hypothesis__basic_arithmetic_test.py.after.py,second_isolated_migrations_artifacts/narwhals-dev__narwhals/d2d55da6c07b4aafdd4f8f9f0c466bc5ddcc90c0/tests__hypothesis__basic_arithmetic_test.py.patch,Yes,exact_match,complete,Other / Manual,Other / Manual,14
narwhals-dev__narwhals__d2d55da6c07b4aafdd4f8f9f0c466bc5ddcc90c0__003,narwhals-dev/narwhals,d2d55da6c07b4aafdd4f8f9f0c466bc5ddcc90c0,tests/series_only/cast_test.py,tests__series_only__cast_test.py,second_isolated_migrations_artifacts/narwhals-dev__narwhals/d2d55da6c07b4aafdd4f8f9f0c466bc5ddcc90c0/tests__series_only__cast_test.py.before.py,second_isolated_migrations_artifacts/narwhals-dev__narwhals/d2d55da6c07b4aafdd4f8f9f0c466bc5ddcc90c0/tests__series_only__cast_test.py.after.py,second_isolated_migrations_artifacts/narwhals-dev__narwhals/d2d55da6c07b4aafdd4f8f9f0c466bc5ddcc90c0/tests__series_only__cast_test.py.patch,Yes,exact_match,complete,Other / Manual,Other / Manual,15
narwhals-dev__narwhals__f124786b61a74af238160da441f31e07ec28db75__001,narwhals-dev/narwhals,f124786b61a74af238160da441f31e07ec28db75,narwhals/_polars/utils.py,narwhals___polars__utils.py,second_isolated_migrations_artifacts/narwhals-dev__narwhals/f124786b61a74af238160da441f31e07ec28db75/narwhals___polars__utils.py.before.py,second_isolated_migrations_artifacts/narwhals-dev__narwhals/f124786b61a74af238160da441f31e07ec28db75/narwhals___polars__utils.py.after.py,second_isolated_migrations_artifacts/narwhals-dev__narwhals/f124786b61a74af238160da441f31e07ec28db75/narwhals___polars__utils.py.patch,Yes,exact_match,complete,Index & pandas-specific semantics,Index & pandas-specific semantics,45
narwhals-dev__narwhals__f77cd214441ccd1cd4cce45a4782823794a2c93b__001,narwhals-dev/narwhals,f77cd214441ccd1cd4cce45a4782823794a2c93b,tests/test_group_by.py,tests__test_group_by.py,second_isolated_migrations_artifacts/narwhals-dev__narwhals/f77cd214441ccd1cd4cce45a4782823794a2c93b/tests__test_group_by.py.before.py,second_isolated_migrations_artifacts/narwhals-dev__narwhals/f77cd214441ccd1cd4cce45a4782823794a2c93b/tests__test_group_by.py.after.py,second_isolated_migrations_artifacts/narwhals-dev__narwhals/f77cd214441ccd1cd4cce45a4782823794a2c93b/tests__test_group_by.py.patch,Yes,exact_match,complete,Other / Manual,Other / Manual,60
narwhals-dev__narwhals__fb80986ce7e530ca3ae82a64ece8624152a71eb9__001,narwhals-dev/narwhals,fb80986ce7e530ca3ae82a64ece8624152a71eb9,narwhals/translate.py,narwhals__translate.py,second_isolated_migrations_artifacts/narwhals-dev__narwhals/fb80986ce7e530ca3ae82a64ece8624152a71eb9/narwhals__translate.py.before.py,second_isolated_migrations_artifacts/narwhals-dev__narwhals/fb80986ce7e530ca3ae82a64ece8624152a71eb9/narwhals__translate.py.after.py,second_isolated_migrations_artifacts/narwhals-dev__narwhals/fb80986ce7e530ca3ae82a64ece8624152a71eb9/narwhals__translate.py.patch,Yes,exact_match,complete,Other / Manual,Other / Manual,73
narwhals-dev__narwhals__ffce1b635811eb36c2a168d51309db20fc218493__001,narwhals-dev/narwhals,ffce1b635811eb36c2a168d51309db20fc218493,narwhals/series.py,narwhals__series.py,second_isolated_migrations_artifacts/narwhals-dev__narwhals/ffce1b635811eb36c2a168d51309db20fc218493/narwhals__series.py.before.py,second_isolated_migrations_artifacts/narwhals-dev__narwhals/ffce1b635811eb36c2a168d51309db20fc218493/narwhals__series.py.after.py,second_isolated_migrations_artifacts/narwhals-dev__narwhals/ffce1b635811eb36c2a168d51309db20fc218493/narwhals__series.py.patch,Yes,exact_match,complete,Other / Manual,Other / Manual,68
nielsen-oss__nebula__ebf0f0b82d964a3f4c06c4d40913b9107f9a11a7__001,nielsen-oss/nebula,ebf0f0b82d964a3f4c06c4d40913b9107f9a11a7,nlsn/nebula/backend_util.py,nlsn__nebula__backend_util.py,second_isolated_migrations_artifacts/nielsen-oss__nebula/ebf0f0b82d964a3f4c06c4d40913b9107f9a11a7/nlsn__nebula__backend_util.py.before.py,second_isolated_migrations_artifacts/nielsen-oss__nebula/ebf0f0b82d964a3f4c06c4d40913b9107f9a11a7/nlsn__nebula__backend_util.py.after.py,second_isolated_migrations_artifacts/nielsen-oss__nebula/ebf0f0b82d964a3f4c06c4d40913b9107f9a11a7/nlsn__nebula__backend_util.py.patch,Yes,exact_match,complete,Import/setup-only,Import/setup-only,71
nielsen-oss__nebula__ebf0f0b82d964a3f4c06c4d40913b9107f9a11a7__002,nielsen-oss/nebula,ebf0f0b82d964a3f4c06c4d40913b9107f9a11a7,nlsn/nebula/df_types.py,nlsn__nebula__df_types.py,second_isolated_migrations_artifacts/nielsen-oss__nebula/ebf0f0b82d964a3f4c06c4d40913b9107f9a11a7/nlsn__nebula__df_types.py.before.py,second_isolated_migrations_artifacts/nielsen-oss__nebula/ebf0f0b82d964a3f4c06c4d40913b9107f9a11a7/nlsn__nebula__df_types.py.after.py,second_isolated_migrations_artifacts/nielsen-oss__nebula/ebf0f0b82d964a3f4c06c4d40913b9107f9a11a7/nlsn__nebula__df_types.py.patch,Yes,exact_match,complete,Other / Manual,Other / Manual,153
nielsen-oss__nebula__ebf0f0b82d964a3f4c06c4d40913b9107f9a11a7__003,nielsen-oss/nebula,ebf0f0b82d964a3f4c06c4d40913b9107f9a11a7,nlsn/nebula/pipelines/_df_funcs.py,nlsn__nebula__pipelines___df_funcs.py,second_isolated_migrations_artifacts/nielsen-oss__nebula/ebf0f0b82d964a3f4c06c4d40913b9107f9a11a7/nlsn__nebula__pipelines___df_funcs.py.before.py,second_isolated_migrations_artifacts/nielsen-oss__nebula/ebf0f0b82d964a3f4c06c4d40913b9107f9a11a7/nlsn__nebula__pipelines___df_funcs.py.after.py,second_isolated_migrations_artifacts/nielsen-oss__nebula/ebf0f0b82d964a3f4c06c4d40913b9107f9a11a7/nlsn__nebula__pipelines___df_funcs.py.patch,Yes,exact_match,complete,Aggregation & joins,Aggregation & joins,291
nielsen-oss__nebula__ebf0f0b82d964a3f4c06c4d40913b9107f9a11a7__004,nielsen-oss/nebula,ebf0f0b82d964a3f4c06c4d40913b9107f9a11a7,nlsn/nebula/shared_transformers/collection.py,nlsn__nebula__shared_transformers__collection.py,second_isolated_migrations_artifacts/nielsen-oss__nebula/ebf0f0b82d964a3f4c06c4d40913b9107f9a11a7/nlsn__nebula__shared_transformers__collection.py.before.py,second_isolated_migrations_artifacts/nielsen-oss__nebula/ebf0f0b82d964a3f4c06c4d40913b9107f9a11a7/nlsn__nebula__shared_transformers__collection.py.after.py,second_isolated_migrations_artifacts/nielsen-oss__nebula/ebf0f0b82d964a3f4c06c4d40913b9107f9a11a7/nlsn__nebula__shared_transformers__collection.py.patch,Yes,exact_match,complete,Other / Manual,Other / Manual,695
nielsen-oss__nebula__ebf0f0b82d964a3f4c06c4d40913b9107f9a11a7__005,nielsen-oss/nebula,ebf0f0b82d964a3f4c06c4d40913b9107f9a11a7,nlsn/tests/auxiliaries.py,nlsn__tests__auxiliaries.py,second_isolated_migrations_artifacts/nielsen-oss__nebula/ebf0f0b82d964a3f4c06c4d40913b9107f9a11a7/nlsn__tests__auxiliaries.py.before.py,second_isolated_migrations_artifacts/nielsen-oss__nebula/ebf0f0b82d964a3f4c06c4d40913b9107f9a11a7/nlsn__tests__auxiliaries.py.after.py,second_isolated_migrations_artifacts/nielsen-oss__nebula/ebf0f0b82d964a3f4c06c4d40913b9107f9a11a7/nlsn__tests__auxiliaries.py.patch,Yes,exact_match,complete,Other / Manual,Other / Manual,181
nielsen-oss__nebula__ebf0f0b82d964a3f4c06c4d40913b9107f9a11a7__006,nielsen-oss/nebula,ebf0f0b82d964a3f4c06c4d40913b9107f9a11a7,nlsn/tests/test_pipelines/test_pandas_polars_pipelines/auxiliaries.py,nlsn__tests__test_pipelines__test_pandas_polars_pipelines__auxiliaries.py,second_isolated_migrations_artifacts/nielsen-oss__nebula/ebf0f0b82d964a3f4c06c4d40913b9107f9a11a7/nlsn__tests__test_pipelines__test_pandas_polars_pipelines__auxiliaries.py.before.py,second_isolated_migrations_artifacts/nielsen-oss__nebula/ebf0f0b82d964a3f4c06c4d40913b9107f9a11a7/nlsn__tests__test_pipelines__test_pandas_polars_pipelines__auxiliaries.py.after.py,second_isolated_migrations_artifacts/nielsen-oss__nebula/ebf0f0b82d964a3f4c06c4d40913b9107f9a11a7/nlsn__tests__test_pipelines__test_pandas_polars_pipelines__auxiliaries.py.patch,Yes,exact_match,complete,Other / Manual,Other / Manual,255
nielsen-oss__nebula__ebf0f0b82d964a3f4c06c4d40913b9107f9a11a7__007,nielsen-oss/nebula,ebf0f0b82d964a3f4c06c4d40913b9107f9a11a7,nlsn/tests/test_pipelines/test_pandas_polars_pipelines/test_pandas_polars.py,nlsn__tests__test_pipelines__test_pandas_polars_pipelines__test_pandas_polars.py,second_isolated_migrations_artifacts/nielsen-oss__nebula/ebf0f0b82d964a3f4c06c4d40913b9107f9a11a7/nlsn__tests__test_pipelines__test_pandas_polars_pipelines__test_pandas_polars.py.before.py,second_isolated_migrations_artifacts/nielsen-oss__nebula/ebf0f0b82d964a3f4c06c4d40913b9107f9a11a7/nlsn__tests__test_pipelines__test_pandas_polars_pipelines__test_pandas_polars.py.after.py,second_isolated_migrations_artifacts/nielsen-oss__nebula/ebf0f0b82d964a3f4c06c4d40913b9107f9a11a7/nlsn__tests__test_pipelines__test_pandas_polars_pipelines__test_pandas_polars.py.patch,Yes,exact_match,complete,Aggregation & joins,Aggregation & joins,1093
nielsen-oss__nebula__ebf0f0b82d964a3f4c06c4d40913b9107f9a11a7__008,nielsen-oss/nebula,ebf0f0b82d964a3f4c06c4d40913b9107f9a11a7,nlsn/tests/test_pipelines/test_pandas_polars_pipelines/test_pandas_polars_skip.py,nlsn__tests__test_pipelines__test_pandas_polars_pipelines__test_pandas_polars_skip.py,second_isolated_migrations_artifacts/nielsen-oss__nebula/ebf0f0b82d964a3f4c06c4d40913b9107f9a11a7/nlsn__tests__test_pipelines__test_pandas_polars_pipelines__test_pandas_polars_skip.py.before.py,second_isolated_migrations_artifacts/nielsen-oss__nebula/ebf0f0b82d964a3f4c06c4d40913b9107f9a11a7/nlsn__tests__test_pipelines__test_pandas_polars_pipelines__test_pandas_polars_skip.py.after.py,second_isolated_migrations_artifacts/nielsen-oss__nebula/ebf0f0b82d964a3f4c06c4d40913b9107f9a11a7/nlsn__tests__test_pipelines__test_pandas_polars_pipelines__test_pandas_polars_skip.py.patch,Yes,exact_match,complete,Other / Manual,Other / Manual,111
nielsen-oss__nebula__ebf0f0b82d964a3f4c06c4d40913b9107f9a11a7__009,nielsen-oss/nebula,ebf0f0b82d964a3f4c06c4d40913b9107f9a11a7,nlsn/tests/test_pipelines/test_pandas_polars_pipelines/test_pandas_polars_split_function.py,nlsn__tests__test_pipelines__test_pandas_polars_pipelines__test_pandas_polars_split_function.py,second_isolated_migrations_artifacts/nielsen-oss__nebula/ebf0f0b82d964a3f4c06c4d40913b9107f9a11a7/nlsn__tests__test_pipelines__test_pandas_polars_pipelines__test_pandas_polars_split_function.py.before.py,second_isolated_migrations_artifacts/nielsen-oss__nebula/ebf0f0b82d964a3f4c06c4d40913b9107f9a11a7/nlsn__tests__test_pipelines__test_pandas_polars_pipelines__test_pandas_polars_split_function.py.after.py,second_isolated_migrations_artifacts/nielsen-oss__nebula/ebf0f0b82d964a3f4c06c4d40913b9107f9a11a7/nlsn__tests__test_pipelines__test_pandas_polars_pipelines__test_pandas_polars_split_function.py.patch,Yes,exact_match,complete,Other / Manual,Other / Manual,215
nielsen-oss__nebula__ebf0f0b82d964a3f4c06c4d40913b9107f9a11a7__010,nielsen-oss/nebula,ebf0f0b82d964a3f4c06c4d40913b9107f9a11a7,nlsn/tests/test_transformers/collection/test_pandas_polars_create_dataframe.py,nlsn__tests__test_transformers__collection__test_pandas_polars_create_dataframe.py,second_isolated_migrations_artifacts/nielsen-oss__nebula/ebf0f0b82d964a3f4c06c4d40913b9107f9a11a7/nlsn__tests__test_transformers__collection__test_pandas_polars_create_dataframe.py.before.py,second_isolated_migrations_artifacts/nielsen-oss__nebula/ebf0f0b82d964a3f4c06c4d40913b9107f9a11a7/nlsn__tests__test_transformers__collection__test_pandas_polars_create_dataframe.py.after.py,second_isolated_migrations_artifacts/nielsen-oss__nebula/ebf0f0b82d964a3f4c06c4d40913b9107f9a11a7/nlsn__tests__test_transformers__collection__test_pandas_polars_create_dataframe.py.patch,Yes,exact_match,complete,Other / Manual,Other / Manual,144
nielsen-oss__nebula__ebf0f0b82d964a3f4c06c4d40913b9107f9a11a7__011,nielsen-oss/nebula,ebf0f0b82d964a3f4c06c4d40913b9107f9a11a7,nlsn/tests/test_transformers/collection/test_pandas_polars_store_column_names.py,nlsn__tests__test_transformers__collection__test_pandas_polars_store_column_names.py,second_isolated_migrations_artifacts/nielsen-oss__nebula/ebf0f0b82d964a3f4c06c4d40913b9107f9a11a7/nlsn__tests__test_transformers__collection__test_pandas_polars_store_column_names.py.before.py,second_isolated_migrations_artifacts/nielsen-oss__nebula/ebf0f0b82d964a3f4c06c4d40913b9107f9a11a7/nlsn__tests__test_transformers__collection__test_pandas_polars_store_column_names.py.after.py,second_isolated_migrations_artifacts/nielsen-oss__nebula/ebf0f0b82d964a3f4c06c4d40913b9107f9a11a7/nlsn__tests__test_transformers__collection__test_pandas_polars_store_column_names.py.patch,Yes,exact_match,complete,Other / Manual,Other / Manual,55
nielsen-oss__nebula__ebf0f0b82d964a3f4c06c4d40913b9107f9a11a7__012,nielsen-oss/nebula,ebf0f0b82d964a3f4c06c4d40913b9107f9a11a7,nlsn/tests/test_transformers/collection/test_pandas_polars_store_column_values.py,nlsn__tests__test_transformers__collection__test_pandas_polars_store_column_values.py,second_isolated_migrations_artifacts/nielsen-oss__nebula/ebf0f0b82d964a3f4c06c4d40913b9107f9a11a7/nlsn__tests__test_transformers__collection__test_pandas_polars_store_column_values.py.before.py,second_isolated_migrations_artifacts/nielsen-oss__nebula/ebf0f0b82d964a3f4c06c4d40913b9107f9a11a7/nlsn__tests__test_transformers__collection__test_pandas_polars_store_column_values.py.after.py,second_isolated_migrations_artifacts/nielsen-oss__nebula/ebf0f0b82d964a3f4c06c4d40913b9107f9a11a7/nlsn__tests__test_transformers__collection__test_pandas_polars_store_column_values.py.patch,Yes,exact_match,complete,Other / Manual,Other / Manual,111
nielsen-oss__nebula__ebf0f0b82d964a3f4c06c4d40913b9107f9a11a7__013,nielsen-oss/nebula,ebf0f0b82d964a3f4c06c4d40913b9107f9a11a7,nlsn/tests/test_transformers/collection/test_pandas_polars_with_column.py,nlsn__tests__test_transformers__collection__test_pandas_polars_with_column.py,second_isolated_migrations_artifacts/nielsen-oss__nebula/ebf0f0b82d964a3f4c06c4d40913b9107f9a11a7/nlsn__tests__test_transformers__collection__test_pandas_polars_with_column.py.before.py,second_isolated_migrations_artifacts/nielsen-oss__nebula/ebf0f0b82d964a3f4c06c4d40913b9107f9a11a7/nlsn__tests__test_transformers__collection__test_pandas_polars_with_column.py.after.py,second_isolated_migrations_artifacts/nielsen-oss__nebula/ebf0f0b82d964a3f4c06c4d40913b9107f9a11a7/nlsn__tests__test_transformers__collection__test_pandas_polars_with_column.py.patch,Yes,exact_match,complete,Other / Manual,Other / Manual,107
nielsen-oss__nebula__ebf0f0b82d964a3f4c06c4d40913b9107f9a11a7__014,nielsen-oss/nebula,ebf0f0b82d964a3f4c06c4d40913b9107f9a11a7,nlsn/tests/test_transformers/debug/test_pandas_polars_miscellaneous.py,nlsn__tests__test_transformers__debug__test_pandas_polars_miscellaneous.py,second_isolated_migrations_artifacts/nielsen-oss__nebula/ebf0f0b82d964a3f4c06c4d40913b9107f9a11a7/nlsn__tests__test_transformers__debug__test_pandas_polars_miscellaneous.py.before.py,second_isolated_migrations_artifacts/nielsen-oss__nebula/ebf0f0b82d964a3f4c06c4d40913b9107f9a11a7/nlsn__tests__test_transformers__debug__test_pandas_polars_miscellaneous.py.after.py,second_isolated_migrations_artifacts/nielsen-oss__nebula/ebf0f0b82d964a3f4c06c4d40913b9107f9a11a7/nlsn__tests__test_transformers__debug__test_pandas_polars_miscellaneous.py.patch,Yes,exact_match,complete,Other / Manual,Other / Manual,111
nielsen-oss__nebula__ebf0f0b82d964a3f4c06c4d40913b9107f9a11a7__015,nielsen-oss/nebula,ebf0f0b82d964a3f4c06c4d40913b9107f9a11a7,nlsn/tests/test_transformers/filters/test_pandas_polars_drop_duplicates.py,nlsn__tests__test_transformers__filters__test_pandas_polars_drop_duplicates.py,second_isolated_migrations_artifacts/nielsen-oss__nebula/ebf0f0b82d964a3f4c06c4d40913b9107f9a11a7/nlsn__tests__test_transformers__filters__test_pandas_polars_drop_duplicates.py.before.py,second_isolated_migrations_artifacts/nielsen-oss__nebula/ebf0f0b82d964a3f4c06c4d40913b9107f9a11a7/nlsn__tests__test_transformers__filters__test_pandas_polars_drop_duplicates.py.after.py,second_isolated_migrations_artifacts/nielsen-oss__nebula/ebf0f0b82d964a3f4c06c4d40913b9107f9a11a7/nlsn__tests__test_transformers__filters__test_pandas_polars_drop_duplicates.py.patch,Yes,exact_match,complete,Other / Manual,Other / Manual,99
nielsen-oss__nebula__ebf0f0b82d964a3f4c06c4d40913b9107f9a11a7__016,nielsen-oss/nebula,ebf0f0b82d964a3f4c06c4d40913b9107f9a11a7,nlsn/tests/test_transformers/schema/test_pandas_polars_sort_column_names.py,nlsn__tests__test_transformers__schema__test_pandas_polars_sort_column_names.py,second_isolated_migrations_artifacts/nielsen-oss__nebula/ebf0f0b82d964a3f4c06c4d40913b9107f9a11a7/nlsn__tests__test_transformers__schema__test_pandas_polars_sort_column_names.py.before.py,second_isolated_migrations_artifacts/nielsen-oss__nebula/ebf0f0b82d964a3f4c06c4d40913b9107f9a11a7/nlsn__tests__test_transformers__schema__test_pandas_polars_sort_column_names.py.after.py,second_isolated_migrations_artifacts/nielsen-oss__nebula/ebf0f0b82d964a3f4c06c4d40913b9107f9a11a7/nlsn__tests__test_transformers__schema__test_pandas_polars_sort_column_names.py.patch,Yes,exact_match,complete,Other / Manual,Other / Manual,59
nielsen-oss__nebula__ebf0f0b82d964a3f4c06c4d40913b9107f9a11a7__017,nielsen-oss/nebula,ebf0f0b82d964a3f4c06c4d40913b9107f9a11a7,nlsn/tests/test_transformers/test_columns/test_pandas_polars_select_columns.py,nlsn__tests__test_transformers__test_columns__test_pandas_polars_select_columns.py,second_isolated_migrations_artifacts/nielsen-oss__nebula/ebf0f0b82d964a3f4c06c4d40913b9107f9a11a7/nlsn__tests__test_transformers__test_columns__test_pandas_polars_select_columns.py.before.py,second_isolated_migrations_artifacts/nielsen-oss__nebula/ebf0f0b82d964a3f4c06c4d40913b9107f9a11a7/nlsn__tests__test_transformers__test_columns__test_pandas_polars_select_columns.py.after.py,second_isolated_migrations_artifacts/nielsen-oss__nebula/ebf0f0b82d964a3f4c06c4d40913b9107f9a11a7/nlsn__tests__test_transformers__test_columns__test_pandas_polars_select_columns.py.patch,Yes,exact_match,complete,Other / Manual,Other / Manual,93
paucablop__chemotools__26ac41470d0a81ba46af54f6e202b922c6fb57e3__001,paucablop/chemotools,26ac41470d0a81ba46af54f6e202b922c6fb57e3,chemotools/datasets/_base.py,chemotools__datasets___base.py,second_isolated_migrations_artifacts/paucablop__chemotools/26ac41470d0a81ba46af54f6e202b922c6fb57e3/chemotools__datasets___base.py.before.py,second_isolated_migrations_artifacts/paucablop__chemotools/26ac41470d0a81ba46af54f6e202b922c6fb57e3/chemotools__datasets___base.py.after.py,second_isolated_migrations_artifacts/paucablop__chemotools/26ac41470d0a81ba46af54f6e202b922c6fb57e3/chemotools__datasets___base.py.patch,Yes,exact_match,complete,IO boundary,IO boundary,123
posit-dev__great-tables__cc6e783f5c7190f2d15c498f4d88ef2e30bb0159__001,posit-dev/great-tables,cc6e783f5c7190f2d15c498f4d88ef2e30bb0159,great_tables/_tbl_data.py,great_tables___tbl_data.py,second_isolated_migrations_artifacts/posit-dev__great-tables/cc6e783f5c7190f2d15c498f4d88ef2e30bb0159/great_tables___tbl_data.py.before.py,second_isolated_migrations_artifacts/posit-dev__great-tables/cc6e783f5c7190f2d15c498f4d88ef2e30bb0159/great_tables___tbl_data.py.after.py,second_isolated_migrations_artifacts/posit-dev__great-tables/cc6e783f5c7190f2d15c498f4d88ef2e30bb0159/great_tables___tbl_data.py.patch,Yes,exact_match,complete,Other / Manual,Other / Manual,19
posit-dev__positron__06723e14b478de4afd79c88066001fc3cc89bfab__001,posit-dev/positron,06723e14b478de4afd79c88066001fc3cc89bfab,extensions/positron-python/python_files/posit/positron/tests/test_inspectors.py,extensions__positron-python__python_files__posit__positron__tests__test_inspectors.py,second_isolated_migrations_artifacts/posit-dev__positron/06723e14b478de4afd79c88066001fc3cc89bfab/extensions__positron-python__python_files__posit__positron__tests__test_inspectors.py.before.py,second_isolated_migrations_artifacts/posit-dev__positron/06723e14b478de4afd79c88066001fc3cc89bfab/extensions__positron-python__python_files__posit__positron__tests__test_inspectors.py.after.py,second_isolated_migrations_artifacts/posit-dev__positron/06723e14b478de4afd79c88066001fc3cc89bfab/extensions__positron-python__python_files__posit__positron__tests__test_inspectors.py.patch,Yes,exact_match,complete,Other / Manual,Other / Manual,249
posit-dev__positron__06d3a022bf0a830e02a533c598f895b606c50077__001,posit-dev/positron,06d3a022bf0a830e02a533c598f895b606c50077,extensions/positron-python/python_files/positron/positron_ipykernel/tests/test_data_explorer.py,extensions__positron-python__python_files__positron__positron_ipykernel__tests__test_data_explorer.py,second_isolated_migrations_artifacts/posit-dev__positron/06d3a022bf0a830e02a533c598f895b606c50077/extensions__positron-python__python_files__positron__positron_ipykernel__tests__test_data_explorer.py.before.py,second_isolated_migrations_artifacts/posit-dev__positron/06d3a022bf0a830e02a533c598f895b606c50077/extensions__positron-python__python_files__positron__positron_ipykernel__tests__test_data_explorer.py.after.py,second_isolated_migrations_artifacts/posit-dev__positron/06d3a022bf0a830e02a533c598f895b606c50077/extensions__positron-python__python_files__positron__positron_ipykernel__tests__test_data_explorer.py.patch,Yes,exact_match,complete,Index & pandas-specific semantics,Index & pandas-specific semantics,136
posit-dev__positron__08d4f2ef0b9e72a3a5633e7059c2d950c8bd80c2__001,posit-dev/positron,08d4f2ef0b9e72a3a5633e7059c2d950c8bd80c2,extensions/positron-python/python_files/positron/positron_ipykernel/inspectors.py,extensions__positron-python__python_files__positron__positron_ipykernel__inspectors.py,second_isolated_migrations_artifacts/posit-dev__positron/08d4f2ef0b9e72a3a5633e7059c2d950c8bd80c2/extensions__positron-python__python_files__positron__positron_ipykernel__inspectors.py.before.py,second_isolated_migrations_artifacts/posit-dev__positron/08d4f2ef0b9e72a3a5633e7059c2d950c8bd80c2/extensions__positron-python__python_files__positron__positron_ipykernel__inspectors.py.after.py,second_isolated_migrations_artifacts/posit-dev__positron/08d4f2ef0b9e72a3a5633e7059c2d950c8bd80c2/extensions__positron-python__python_files__positron__positron_ipykernel__inspectors.py.patch,Yes,exact_match,complete,Other / Manual,Other / Manual,63
posit-dev__positron__08d4f2ef0b9e72a3a5633e7059c2d950c8bd80c2__002,posit-dev/positron,08d4f2ef0b9e72a3a5633e7059c2d950c8bd80c2,extensions/positron-python/python_files/positron/positron_ipykernel/tests/test_inspectors.py,extensions__positron-python__python_files__positron__positron_ipykernel__tests__test_inspectors.py,second_isolated_migrations_artifacts/posit-dev__positron/08d4f2ef0b9e72a3a5633e7059c2d950c8bd80c2/extensions__positron-python__python_files__positron__positron_ipykernel__tests__test_inspectors.py.before.py,second_isolated_migrations_artifacts/posit-dev__positron/08d4f2ef0b9e72a3a5633e7059c2d950c8bd80c2/extensions__positron-python__python_files__positron__positron_ipykernel__tests__test_inspectors.py.after.py,second_isolated_migrations_artifacts/posit-dev__positron/08d4f2ef0b9e72a3a5633e7059c2d950c8bd80c2/extensions__positron-python__python_files__positron__positron_ipykernel__tests__test_inspectors.py.patch,Yes,exact_match,complete,Other / Manual,Other / Manual,16
