Test,repo,sha,author,date_iso,subject,file_path,pandas_type_all,polars_type_all,macro_primary,macro_all,macro_evidence,pandas_evidence,polars_evidence,patch_lines_file,pandas_type_all.1,polars_type_all.1,macro_all.1
Yes,nielsen-oss/nebula,ebf0f0b82d964a3f4c06c4d40913b9107f9a11a7,Valerio.Maretti1,2025-10-26T16:23:44+01:00,python3.9 - spark==3.5.6 - pandas>=2 - polars>=1,nlsn/tests/test_pipelines/test_pandas_polars_pipelines/test_pandas_polars.py,General functions;Testing,Expressions - Columns/names;Expressions - Functions;Functions,Aggregation & joins,Aggregation & joins,pandas:General functions->Aggregation & joins,General functions:\b(?:pd|pandas)\.(?:merge|merge_ordered|merge_asof|concat)\b|Testing:\b(?:pd|pandas)\.testing\.assert_(?:frame|series|index|extension_array)_equal\b,Expressions - Columns/names:\b(?:pl|polars)\.col\b|Expressions - Functions:\b(?:pl|polars)\.(?:all|all_horizontal|any|any_horizontal|approx_n_unique|arange|arctan2|arctan2d|arg_sort_by|arg_where|business_day_count|coalesce|concat_arr|concat_list|concat_str|corr|count|cov|cum_count|cum_fold|cum_reduce|cum_sum|cum_sum_horizontal|date|date_range|date_ranges|datetime|datetime_range|datetime_ranges|duration|element|exclude|field|first|fold|format|from_epoch|groups|head|implode|int_range|int_ranges|last|len|linear_space|linear_spaces|lit|map_batches|map_groups|max|max_horizontal|mean|mean_horizontal|median|min|min_horizontal|n_unique|nth|ones|quantile|reduce|repeat|rolling_corr|rolling_cov|row_index|select|sql|sql_expr|std|struct|sum|sum_horizontal|tail|time|time_range|time_ranges|var|when|zeros)\b|Functions:\b(?:pl|polars)\.(?:from_arrow|from_dataframe|from_dict|from_dicts|from_numpy|from_pandas|from_records|from_repr|json_normalize|align_frames|concat|union|defer|escape_regex|collect_all|collect_all_async|explain_all|set_random_seed|register_extension_type|unregister_extension_type|get_extension_type|StringCache|enable_string_cache|disable_string_cache|using_string_cache)\b,1093,,,
Yes,nielsen-oss/nebula,ebf0f0b82d964a3f4c06c4d40913b9107f9a11a7,Valerio.Maretti1,2025-10-26T16:23:44+01:00,python3.9 - spark==3.5.6 - pandas>=2 - polars>=1,nlsn/tests/test_pipelines/test_pandas_polars_pipelines/test_pandas_polars_skip.py,Testing,,Other / Manual,Other / Manual,fallback:Other,Testing:\b(?:pd|pandas)\.testing\.assert_(?:frame|series|index|extension_array)_equal\b,,111,,,
Yes,nielsen-oss/nebula,ebf0f0b82d964a3f4c06c4d40913b9107f9a11a7,Valerio.Maretti1,2025-10-26T16:23:44+01:00,python3.9 - spark==3.5.6 - pandas>=2 - polars>=1,nlsn/tests/test_pipelines/test_pandas_polars_pipelines/test_pandas_polars_split_function.py,Other pandas API,Other polars API,Other / Manual,Other / Manual,fallback:Other,Other pandas API:\b(?:pd|pandas)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,Other polars API:\b(?:pl|polars)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,215,,,
Yes,nielsen-oss/nebula,ebf0f0b82d964a3f4c06c4d40913b9107f9a11a7,Valerio.Maretti1,2025-10-26T16:23:44+01:00,python3.9 - spark==3.5.6 - pandas>=2 - polars>=1,nlsn/tests/test_transformers/collection/test_pandas_polars_create_dataframe.py,Testing,Functions,Other / Manual,Other / Manual,fallback:Other,Testing:\b(?:pd|pandas)\.testing\.assert_(?:frame|series|index|extension_array)_equal\b,Functions:\b(?:pl|polars)\.(?:from_arrow|from_dataframe|from_dict|from_dicts|from_numpy|from_pandas|from_records|from_repr|json_normalize|align_frames|concat|union|defer|escape_regex|collect_all|collect_all_async|explain_all|set_random_seed|register_extension_type|unregister_extension_type|get_extension_type|StringCache|enable_string_cache|disable_string_cache|using_string_cache)\b,144,,,
Yes,nielsen-oss/nebula,ebf0f0b82d964a3f4c06c4d40913b9107f9a11a7,Valerio.Maretti1,2025-10-26T16:23:44+01:00,python3.9 - spark==3.5.6 - pandas>=2 - polars>=1,nlsn/tests/test_transformers/collection/test_pandas_polars_store_column_names.py,Other pandas API,Functions,Other / Manual,Other / Manual,fallback:Other,Other pandas API:\b(?:pd|pandas)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,Functions:\b(?:pl|polars)\.(?:from_arrow|from_dataframe|from_dict|from_dicts|from_numpy|from_pandas|from_records|from_repr|json_normalize|align_frames|concat|union|defer|escape_regex|collect_all|collect_all_async|explain_all|set_random_seed|register_extension_type|unregister_extension_type|get_extension_type|StringCache|enable_string_cache|disable_string_cache|using_string_cache)\b,55,,,
Yes,nielsen-oss/nebula,ebf0f0b82d964a3f4c06c4d40913b9107f9a11a7,Valerio.Maretti1,2025-10-26T16:23:44+01:00,python3.9 - spark==3.5.6 - pandas>=2 - polars>=1,nlsn/tests/test_transformers/collection/test_pandas_polars_store_column_values.py,Other pandas API,Functions,Other / Manual,Other / Manual,fallback:Other,Other pandas API:\b(?:pd|pandas)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,Functions:\b(?:pl|polars)\.(?:from_arrow|from_dataframe|from_dict|from_dicts|from_numpy|from_pandas|from_records|from_repr|json_normalize|align_frames|concat|union|defer|escape_regex|collect_all|collect_all_async|explain_all|set_random_seed|register_extension_type|unregister_extension_type|get_extension_type|StringCache|enable_string_cache|disable_string_cache|using_string_cache)\b,111,,,
Yes,nielsen-oss/nebula,ebf0f0b82d964a3f4c06c4d40913b9107f9a11a7,Valerio.Maretti1,2025-10-26T16:23:44+01:00,python3.9 - spark==3.5.6 - pandas>=2 - polars>=1,nlsn/tests/test_transformers/collection/test_pandas_polars_with_column.py,Testing,Functions,Other / Manual,Other / Manual,fallback:Other,Testing:\b(?:pd|pandas)\.testing\.assert_(?:frame|series|index|extension_array)_equal\b,Functions:\b(?:pl|polars)\.(?:from_arrow|from_dataframe|from_dict|from_dicts|from_numpy|from_pandas|from_records|from_repr|json_normalize|align_frames|concat|union|defer|escape_regex|collect_all|collect_all_async|explain_all|set_random_seed|register_extension_type|unregister_extension_type|get_extension_type|StringCache|enable_string_cache|disable_string_cache|using_string_cache)\b,107,,,
Yes,nielsen-oss/nebula,ebf0f0b82d964a3f4c06c4d40913b9107f9a11a7,Valerio.Maretti1,2025-10-26T16:23:44+01:00,python3.9 - spark==3.5.6 - pandas>=2 - polars>=1,nlsn/tests/test_transformers/debug/test_pandas_polars_miscellaneous.py,Other pandas API,Other polars API,Other / Manual,Other / Manual,fallback:Other,Other pandas API:\b(?:pd|pandas)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,Other polars API:\b(?:pl|polars)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,111,,,
Yes,nielsen-oss/nebula,ebf0f0b82d964a3f4c06c4d40913b9107f9a11a7,Valerio.Maretti1,2025-10-26T16:23:44+01:00,python3.9 - spark==3.5.6 - pandas>=2 - polars>=1,nlsn/tests/test_transformers/filters/test_pandas_polars_drop_duplicates.py,Other pandas API,Functions,Other / Manual,Other / Manual,fallback:Other,Other pandas API:\b(?:pd|pandas)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,Functions:\b(?:pl|polars)\.(?:from_arrow|from_dataframe|from_dict|from_dicts|from_numpy|from_pandas|from_records|from_repr|json_normalize|align_frames|concat|union|defer|escape_regex|collect_all|collect_all_async|explain_all|set_random_seed|register_extension_type|unregister_extension_type|get_extension_type|StringCache|enable_string_cache|disable_string_cache|using_string_cache)\b,99,,,
Yes,nielsen-oss/nebula,ebf0f0b82d964a3f4c06c4d40913b9107f9a11a7,Valerio.Maretti1,2025-10-26T16:23:44+01:00,python3.9 - spark==3.5.6 - pandas>=2 - polars>=1,nlsn/tests/test_transformers/schema/test_pandas_polars_sort_column_names.py,Other pandas API,Functions,Other / Manual,Other / Manual,fallback:Other,Other pandas API:\b(?:pd|pandas)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,Functions:\b(?:pl|polars)\.(?:from_arrow|from_dataframe|from_dict|from_dicts|from_numpy|from_pandas|from_records|from_repr|json_normalize|align_frames|concat|union|defer|escape_regex|collect_all|collect_all_async|explain_all|set_random_seed|register_extension_type|unregister_extension_type|get_extension_type|StringCache|enable_string_cache|disable_string_cache|using_string_cache)\b,59,,,
Yes,nielsen-oss/nebula,ebf0f0b82d964a3f4c06c4d40913b9107f9a11a7,Valerio.Maretti1,2025-10-26T16:23:44+01:00,python3.9 - spark==3.5.6 - pandas>=2 - polars>=1,nlsn/tests/test_transformers/test_columns/test_pandas_polars_select_columns.py,Other pandas API,Other polars API,Other / Manual,Other / Manual,fallback:Other,Other pandas API:\b(?:pd|pandas)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,Other polars API:\b(?:pl|polars)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,93,,,
No,opensource-observer/oso,8b6c0129a92874d54517f6ea126674b24cba6149,Reuven Gonzales,2024-12-18T19:00:34-08:00,Use polars and do an async write to gcs (#2672),warehouse/metrics_tools/compute/worker.py,General functions,Functions,Aggregation & joins,Aggregation & joins,pandas:General functions->Aggregation & joins,General functions:\b(?:pd|pandas)\.(?:merge|merge_ordered|merge_asof|concat)\b,Functions:\b(?:pl|polars)\.(?:from_arrow|from_dataframe|from_dict|from_dicts|from_numpy|from_pandas|from_records|from_repr|json_normalize|align_frames|concat|union|defer|escape_regex|collect_all|collect_all_async|explain_all|set_random_seed|register_extension_type|unregister_extension_type|get_extension_type|StringCache|enable_string_cache|disable_string_cache|using_string_cache)\b,45,,,
Yes,paucablop/chemotools,26ac41470d0a81ba46af54f6e202b922c6fb57e3,paucablop,2024-02-11T15:09:23+01:00,extend polars support to provided datasets,chemotools/datasets/_base.py,Input/output,Input/output - CSV,IO boundary,IO boundary,pandas:Input/output->IO boundary,Input/output:\b(?:pd|pandas)\.read_(?:pickle|table|csv|fwf|clipboard|excel|json|html|xml|hdf|feather|parquet|iceberg|orc|sas|spss|stata)\b,Input/output - CSV:\b(?:pl|polars)\.(?:read_csv|read_csv_batched|scan_csv)\b,123,,,
Yes,posit-dev/great-tables,cc6e783f5c7190f2d15c498f4d88ef2e30bb0159,Michael Chow,2023-11-28T15:30:48-05:00,feat: polars selectors usable in tab_spanners and cols_ funcs,great_tables/_tbl_data.py,,Selectors,Other / Manual,Other / Manual,fallback:Other,,Selectors:\b(?:pl|polars)\.selectors?\b,19,,,
Yes,posit-dev/positron,06723e14b478de4afd79c88066001fc3cc89bfab,Wasim Lorgat,2025-07-18T20:36:01+02:00,Python: Safely and efficiently compute variable display values (#8545),extensions/positron-python/python_files/posit/positron/tests/test_inspectors.py,Other pandas API,Other polars API,Other / Manual,Other / Manual,fallback:Other,Other pandas API:\b(?:pd|pandas)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,Other polars API:\b(?:pl|polars)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,249,,,
Yes,posit-dev/positron,06d3a022bf0a830e02a533c598f895b606c50077,Wes McKinney,2024-07-10T02:12:17-05:00,"Data Explorer: Add ""search_schema"" support for polars, add 'match data types' support, introduce ""column filter"" RPC type, refactor row filters a bit (#3904)",extensions/positron-python/python_files/positron/positron_ipykernel/tests/test_data_explorer.py,Index objects,Other polars API,Index & pandas-specific semantics,Index & pandas-specific semantics,pandas:Index objects->Index & pandas-specific semantics|patch:index type keyword,Index objects:\b(?:pd|pandas)\.(?:Index|RangeIndex|MultiIndex|DatetimeIndex|TimedeltaIndex|PeriodIndex|IntervalIndex|CategoricalIndex)\b,Other polars API:\b(?:pl|polars)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,136,,,
Yes,posit-dev/positron,08d4f2ef0b9e72a3a5633e7059c2d950c8bd80c2,Wasim Lorgat,2024-06-06T15:18:55-05:00,Variables: Handle repeated pandas column labels when inspecting; Rework variables service tests (#3426),extensions/positron-python/python_files/positron/positron_ipykernel/inspectors.py,Other pandas API,Other polars API,Other / Manual,Other / Manual,fallback:Other,Other pandas API:\b(?:pd|pandas)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,Other polars API:\b(?:pl|polars)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,63,,,
Yes,posit-dev/positron,08d4f2ef0b9e72a3a5633e7059c2d950c8bd80c2,Wasim Lorgat,2024-06-06T15:18:55-05:00,Variables: Handle repeated pandas column labels when inspecting; Rework variables service tests (#3426),extensions/positron-python/python_files/positron/positron_ipykernel/tests/test_inspectors.py,Other pandas API,Other polars API,Other / Manual,Other / Manual,fallback:Other,Other pandas API:\b(?:pd|pandas)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,Other polars API:\b(?:pl|polars)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,16,,,
Yes,posit-dev/positron,08d4f2ef0b9e72a3a5633e7059c2d950c8bd80c2,Wasim Lorgat,2024-06-06T15:18:55-05:00,Variables: Handle repeated pandas column labels when inspecting; Rework variables service tests (#3426),extensions/positron-python/python_files/positron/positron_ipykernel/tests/test_variables.py,Other pandas API,Other polars API,Other / Manual,Other / Manual,fallback:Other,Other pandas API:\b(?:pd|pandas)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,Other polars API:\b(?:pl|polars)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,396,,,
Yes,posit-dev/positron,19caff4f584a675cb66699040dba061d66d0dde9,Wasim Lorgat,2023-12-13T09:22:09-06:00,Support pandas and polars dataframe column completion; include dataframe/series preview in completions (posit-dev/positron-python#276),extensions/positron-python/pythonFiles/positron/inspectors.py,Index objects,Other polars API,Index & pandas-specific semantics,Index & pandas-specific semantics,pandas:Index objects->Index & pandas-specific semantics|patch:index type keyword,Index objects:\b(?:pd|pandas)\.(?:Index|RangeIndex|MultiIndex|DatetimeIndex|TimedeltaIndex|PeriodIndex|IntervalIndex|CategoricalIndex)\b,Other polars API:\b(?:pl|polars)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,28,,,
Yes,posit-dev/positron,305df01497d1fc25e70ec5c14ee96924db711b70,Wes McKinney,2024-01-25T09:56:33-06:00,"Preliminary Data Tool comm implementation, pandas support for getting values and several filter types (posit-dev/positron-python#316)",extensions/positron-python/pythonFiles/tests/positron/test_variables.py,Other pandas API,Other polars API,Other / Manual,Other / Manual,fallback:Other,Other pandas API:\b(?:pd|pandas)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,Other polars API:\b(?:pl|polars)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,61,,,
Yes,posit-dev/positron,47d689f16b26f48407f2a347e99ebc97228f76a4,Wasim Lorgat,2025-01-31T14:10:56+02:00,Fix some language server features not working in the console and in Jupyter notebooks e.g. hover and signature help (#6140),extensions/positron-python/python_files/posit/positron/tests/test_positron_jedilsp.py,Other pandas API,Other polars API,Other / Manual,Other / Manual,fallback:Other,Other pandas API:\b(?:pd|pandas)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,Other polars API:\b(?:pl|polars)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,666,,,
Yes,posit-dev/positron,4845cccf4fdf7405dcb7810051239d7e356f0a2d,Pete Farland,2023-03-29T15:29:40-05:00,Env comm: add awareness for ndarray and pandas series (posit-dev/positron-python#54),extensions/positron-python/pythonFiles/positron_ipkernel.py,Other pandas API,Other polars API,Other / Manual,Other / Manual,fallback:Other,Other pandas API:\b(?:pd|pandas)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,Other polars API:\b(?:pl|polars)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,487,,,
Yes,posit-dev/positron,4d8266f3bbf8488768230f91a5c82b273f0732da,Wes McKinney,2024-07-01T11:08:46-05:00,"Data Explorer: Add polars sorting and row filtering speed up get_data_values, process schema changes to invalidate filters and sort columns (#3672)",extensions/positron-python/python_files/positron/positron_ipykernel/data_explorer.py,Other pandas API,Series - Manipulation/selection,Other / Manual,Other / Manual,fallback:Other,Other pandas API:\b(?:pd|pandas)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,Series - Manipulation/selection:\b(?:pl|polars)\.Series\.(?:__getitem__|alias|append|arg_sort|backward_fill|bottom_k|bottom_k_by|cast|ceil|clear|clip|clone|cut|drop_nans|drop_nulls|explode|extend|extend_constant|fill_nan|fill_null|filter|floor|forward_fill|gather|gather_every|head|interpolate|interpolate_by|item|limit|new_from_index|qcut|rechunk|rename|repeat_by|reshape|reverse|rle|rle_id|round|round_sig_figs|sample|scatter|set|shift|shrink_dtype|shrink_to_fit|shuffle|slice|sort|tail|to_dummies|top_k|top_k_by|unique|zip_with)\b,1047,,,
Yes,posit-dev/positron,4d8266f3bbf8488768230f91a5c82b273f0732da,Wes McKinney,2024-07-01T11:08:46-05:00,"Data Explorer: Add polars sorting and row filtering speed up get_data_values, process schema changes to invalidate filters and sort columns (#3672)",extensions/positron-python/python_files/positron/positron_ipykernel/tests/test_data_explorer.py,General functions,DataFrame - Manipulation/selection;Expressions - Columns/names,Aggregation & joins,Aggregation & joins,pandas:General functions->Aggregation & joins,General functions:\b(?:pd|pandas)\.(?:to_numeric|to_datetime|to_timedelta)\b,DataFrame - Manipulation/selection:\b(?:pl|polars)\.DataFrame\.(?:__getitem__|__setitem__|bottom_k|cast|clear|clone|drop|drop_in_place|drop_nans|drop_nulls|explode|extend|fill_nan|fill_null|filter|gather_every|get_column|get_column_index|get_columns|group_by|group_by_dynamic|head|hstack|insert_column|interpolate|item|iter_columns|iter_rows|iter_slices|join|join_asof|join_where|limit|match_to_schema|melt|merge_sorted|partition_by|pipe|pivot|rechunk|remove|rename|replace_column|reverse|rolling|row|rows|rows_by_key|sample|select|select_seq|set_sorted|shift|shrink_to_fit|slice|sort|sql|tail|to_dummies|to_series|top_k|transpose|unique|unnest|unpivot|unstack|update|upsample|vstack|with_columns|with_columns_seq|with_row_count|with_row_index)\b|Expressions - Columns/names:\b(?:pl|polars)\.col\b,890,,,
Yes,posit-dev/positron,70ff9be527e1a7e14b55497668736e9b09117c41,Wes McKinney,2024-06-05T21:45:19-05:00,Variables: Handle repeated pandas row labels when inspecting  (#3414),extensions/positron-python/python_files/positron/positron_ipykernel/tests/test_inspectors.py,Other pandas API,Other polars API,Other / Manual,Other / Manual,fallback:Other,Other pandas API:\b(?:pd|pandas)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,Other polars API:\b(?:pl|polars)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,31,,,
Yes,posit-dev/positron,80ecfa6f6f4ea8671c5d76807a3fbdb00d82965d,Isabel Zimmerman,2025-09-24T06:26:39-07:00,support previewing ibis tables in data explorer (#9393),extensions/positron-python/python_files/posit/positron/inspectors.py,Index objects,Other polars API,Index & pandas-specific semantics,Index & pandas-specific semantics,pandas:Index objects->Index & pandas-specific semantics|patch:index type keyword,Index objects:\b(?:pd|pandas)\.(?:Index|RangeIndex|MultiIndex|DatetimeIndex|TimedeltaIndex|PeriodIndex|IntervalIndex|CategoricalIndex)\b,Other polars API:\b(?:pl|polars)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,81,,,
Yes,posit-dev/positron,a02c561fd7b8ed2bfa344f8feb3693e14bdf4ea1,Wes McKinney,2025-03-12T15:40:44-05:00,"Data Explorer: Support pandas.CategoricalDtype, polars.Categorical, enable sparklines for Polars (#6739)",extensions/positron-python/python_files/posit/positron/data_explorer.py,Other pandas API,Other polars API,Other / Manual,Other / Manual,fallback:Other,Other pandas API:\b(?:pd|pandas)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,Other polars API:\b(?:pl|polars)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,89,,,
Yes,posit-dev/positron,a28877b9552fa86984e3463ee5ea183770dd787f,Wes McKinney,2024-07-22T08:00:00-05:00,Data Explorer: work around errors caused by upgrading from polars 0.20.x to 1.2.x (#4105),extensions/positron-python/python_files/positron/positron_ipykernel/tests/test_data_explorer.py,General functions,Expressions - Functions,Aggregation & joins,Aggregation & joins,pandas:General functions->Aggregation & joins,General functions:\b(?:pd|pandas)\.(?:date_range|bdate_range|period_range|timedelta_range|infer_freq|interval_range)\b,Expressions - Functions:\b(?:pl|polars)\.(?:all|all_horizontal|any|any_horizontal|approx_n_unique|arange|arctan2|arctan2d|arg_sort_by|arg_where|business_day_count|coalesce|concat_arr|concat_list|concat_str|corr|count|cov|cum_count|cum_fold|cum_reduce|cum_sum|cum_sum_horizontal|date|date_range|date_ranges|datetime|datetime_range|datetime_ranges|duration|element|exclude|field|first|fold|format|from_epoch|groups|head|implode|int_range|int_ranges|last|len|linear_space|linear_spaces|lit|map_batches|map_groups|max|max_horizontal|mean|mean_horizontal|median|min|min_horizontal|n_unique|nth|ones|quantile|reduce|repeat|rolling_corr|rolling_cov|row_index|select|sql|sql_expr|std|struct|sum|sum_horizontal|tail|time|time_range|time_ranges|var|when|zeros)\b,36,,,
Yes,posit-dev/positron,b0ad1b05a2af0dfa848300c7de0a4b77a5cb5597,Isabel Zimmerman,2025-08-22T06:43:23-07:00,data explorer: `polars` convert to code backend (#9077),extensions/positron-python/python_files/posit/positron/tests/test_convert.py,Other pandas API,Expressions - Columns/names;Expressions - Functions,Other / Manual,Other / Manual,fallback:Other,Other pandas API:\b(?:pd|pandas)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,Expressions - Columns/names:\b(?:pl|polars)\.col\b|Expressions - Functions:\b(?:pl|polars)\.(?:all|all_horizontal|any|any_horizontal|approx_n_unique|arange|arctan2|arctan2d|arg_sort_by|arg_where|business_day_count|coalesce|concat_arr|concat_list|concat_str|corr|count|cov|cum_count|cum_fold|cum_reduce|cum_sum|cum_sum_horizontal|date|date_range|date_ranges|datetime|datetime_range|datetime_ranges|duration|element|exclude|field|first|fold|format|from_epoch|groups|head|implode|int_range|int_ranges|last|len|linear_space|linear_spaces|lit|map_batches|map_groups|max|max_horizontal|mean|mean_horizontal|median|min|min_horizontal|n_unique|nth|ones|quantile|reduce|repeat|rolling_corr|rolling_cov|row_index|select|sql|sql_expr|std|struct|sum|sum_horizontal|tail|time|time_range|time_ranges|var|when|zeros)\b,303,,,
Yes,posit-dev/positron,bd62a61e9ea6063c1d793c911ddc148701e6df31,Wes McKinney,2024-07-30T12:45:02-05:00,Data Explorer: Add schema cache for small schemas to facilitate checking for inplace updates with pandas and polars (#4184),extensions/positron-python/python_files/positron/positron_ipykernel/data_explorer.py,Other pandas API,Other polars API,Other / Manual,Other / Manual,fallback:Other,Other pandas API:\b(?:pd|pandas)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,Other polars API:\b(?:pl|polars)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,606,,,
Yes,posit-dev/positron,bd62a61e9ea6063c1d793c911ddc148701e6df31,Wes McKinney,2024-07-30T12:45:02-05:00,Data Explorer: Add schema cache for small schemas to facilitate checking for inplace updates with pandas and polars (#4184),extensions/positron-python/python_files/positron/positron_ipykernel/tests/test_data_explorer.py,Other pandas API,Other polars API,Other / Manual,Other / Manual,fallback:Other,Other pandas API:\b(?:pd|pandas)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,Other polars API:\b(?:pl|polars)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,128,,,
Yes,posit-dev/positron,c68ab28752b9ba894ca42c0d1418d08a4e23af51,Wes McKinney,2024-07-18T13:47:46-05:00,Data Explorer: Add summary stats profiling for polars (#4038),extensions/positron-python/python_files/positron/positron_ipykernel/data_explorer.py,Other pandas API,Other polars API,Other / Manual,Other / Manual,fallback:Other,Other pandas API:\b(?:pd|pandas)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,Other polars API:\b(?:pl|polars)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,435,,,
Yes,posit-dev/positron,de4823ecbc2f8ec326483affca1f1b5dd6fc5d39,Wasim Lorgat,2023-11-08T08:48:32-06:00,support pandas indexes in the environment pane (posit-dev/positron-python#248),extensions/positron-python/pythonFiles/positron/inspectors.py,Other pandas API,Other polars API,Other / Manual,Other / Manual,fallback:Other,Other pandas API:\b(?:pd|pandas)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,Other polars API:\b(?:pl|polars)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,66,,,
Yes,posit-dev/positron,de4823ecbc2f8ec326483affca1f1b5dd6fc5d39,Wasim Lorgat,2023-11-08T08:48:32-06:00,support pandas indexes in the environment pane (posit-dev/positron-python#248),extensions/positron-python/pythonFiles/tests/positron/test_environment.py,Other pandas API,Other polars API,Other / Manual,Other / Manual,fallback:Other,Other pandas API:\b(?:pd|pandas)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,Other polars API:\b(?:pl|polars)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,102,,,
No,saturdata/resources,2255b9378ed92f38328f403a9e2cd95dc475303f,Shifra Williams,2025-10-16T23:45:02-07:00,fix: polars errors,season-1/sql/resource.py,Input/output;General functions,Expressions - Columns/names;Input/output - CSV,IO boundary,IO boundary;Aggregation & joins,pandas:Input/output->IO boundary|pandas:General functions->Aggregation & joins,Input/output:\b(?:pd|pandas)\.read_(?:pickle|table|csv|fwf|clipboard|excel|json|html|xml|hdf|feather|parquet|iceberg|orc|sas|spss|stata)\b|General functions:\b(?:pd|pandas)\.(?:to_numeric|to_datetime|to_timedelta)\b,Expressions - Columns/names:\b(?:pl|polars)\.col\b|Input/output - CSV:\b(?:pl|polars)\.(?:read_csv|read_csv_batched|scan_csv)\b,63,,,
No,seojaeohcode/atio,b12b951cbc64f7e64322f4c8c3d1572773c7e31e,realstone3639,2025-07-21T11:32:00+09:00,"pandas numpy polars ë©___ ì§_ ë° ___ ì¶__, WRITER_MAPPING êµ¡° ë³ê²",atomicwriter/plugins.py,,Other polars API,Other / Manual,Other / Manual,fallback:Other,,Other polars API:\b(?:pl|polars)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,109,,,
Yes,ultralytics/ultralytics,bcb1961a9b611380ac70e3e6f516fb5c794805bb,Jing Qiu,2025-08-26T13:22:44+08:00,"refactor: __ switch core data ops from `pandas` to `polars` (training, benchmarks, plotting, W&B) (#21619)",ultralytics/engine/trainer.py,Input/output,Input/output - CSV,IO boundary,IO boundary,pandas:Input/output->IO boundary,Input/output:\b(?:pd|pandas)\.read_(?:pickle|table|csv|fwf|clipboard|excel|json|html|xml|hdf|feather|parquet|iceberg|orc|sas|spss|stata)\b,Input/output - CSV:\b(?:pl|polars)\.(?:read_csv|read_csv_batched|scan_csv)\b,12,,,
Yes,ultralytics/ultralytics,bcb1961a9b611380ac70e3e6f516fb5c794805bb,Jing Qiu,2025-08-26T13:22:44+08:00,"refactor: __ switch core data ops from `pandas` to `polars` (training, benchmarks, plotting, W&B) (#21619)",ultralytics/utils/__init__.py,Other pandas API,Expressions - Columns/names,Other / Manual,Other / Manual,fallback:Other,Other pandas API:\b(?:pd|pandas)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,Expressions - Columns/names:\b(?:pl|polars)\.col\b,134,,,
